"latitude","longitude","track_id","time"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:29"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:30"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:30"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:30"
"-109,416,974,315,862","-370,507,029,806,928","1","9/13/2014 7:30"
"-109,414,732,738,477","-370,505,875,545,648","1","9/13/2014 7:30"
"-109,413,822,594,917","-370,501,867,793,554","1","9/13/2014 7:30"
"-109,416,643,981,633","-370,497,713,582,489","1","9/13/2014 7:30"
"-10,941,952,547,707","-370,493,938,857,767","1","9/13/2014 7:30"
"-10,942,281,490,734","-370,489,806,944,703","1","9/13/2014 7:30"
"-109,427,139,552,684","-37,048,418,462,543","1","9/13/2014 7:30"
"-109,431,659,277,627","-370,478,404,749,664","1","9/13/2014 7:30"
"-109,436,276,323,061","-370,473,842,152,565","1","9/13/2014 7:31"
"-109,441,918,710,808","-370,469,297,081,541","1","9/13/2014 7:31"
"-109,448,888,658,677","-370,464,590,382,433","1","9/13/2014 7:31"
"-109,454,369,552,429","-370,461,909,219,212","1","9/13/2014 7:31"
"-109,456,515,766,134","-370,461,198,859,602","1","9/13/2014 7:31"
"-109,456,515,766,134","-370,461,198,859,602","1","9/13/2014 7:31"
"-109,456,515,766,134","-370,461,198,859,602","1","9/13/2014 7:31"
"-109,457,544,131,546","-370,461,003,641,493","1","9/13/2014 7:31"
"-109,460,552,569,933","-370,459,846,893,752","1","9/13/2014 7:31"
"-109,463,325,071,577","-370,458,771,417,091","1","9/13/2014 7:31"
"-109,467,795,711,905","-370,457,245,873,062","1","9/13/2014 7:32"
"-109,470,511,943,627","-370,456,852,790,102","1","9/13/2014 7:32"
"-109,470,851,028,346","-370,457,684,313,181","1","9/13/2014 7:32"
"-109,470,853,174,565","-370,457,828,606,557","1","9/13/2014 7:32"
"-109,470,853,174,565","-370,457,828,606,557","1","9/13/2014 7:32"
"-109,470,853,174,565","-370,457,828,606,557","1","9/13/2014 7:32"
"-109,470,853,174,565","-370,457,828,606,557","1","9/13/2014 7:32"
"-109,470,853,174,565","-370,457,828,606,557","1","9/13/2014 7:32"
"-109,470,853,174,565","-370,457,828,606,557","1","9/13/2014 7:32"
"-109,394,394,198,589","-370,624,283,811,754","2","9/13/2014 13:37"
"-109,394,423,216,378","-37,062,569,922,389","2","9/13/2014 13:37"
"-109,394,423,216,378","-37,062,569,922,389","2","9/13/2014 13:38"
"-109,394,423,216,378","-37,062,569,922,389","2","9/13/2014 13:38"
"-109,389,940,189,541","-370,628,040,561,796","2","9/13/2014 13:38"
"-109,386,031,368,379","-370,629,643,381,166","2","9/13/2014 13:38"
"-109,383,580,704,773","-370,627,897,829,822","2","9/13/2014 13:38"
"-109,382,929,933,406","-370,623,723,921,363","2","9/13/2014 13:38"
"-109,385,442,666,704","-370,617,623,761,861","2","9/13/2014 13:38"
"-109,388,976,451,446","-370,610,577,138,091","2","9/13/2014 13:38"
"-10,939,286,303,702","-370,603,401,348,362","2","9/13/2014 13:38"
"-109,395,848,167,205","-370,597,757,046,112","2","9/13/2014 13:38"
"-109,398,125,858,738","-370,593,546,545,551","2","9/13/2014 13:39"
"-109,400,391,217,797","-370,589,944,008,603","2","9/13/2014 13:39"
"-109,402,937,450,586","-370,589,085,526,268","2","9/13/2014 13:39"
"-109,404,456,811,417","-370,589,932,426,757","2","9/13/2014 13:39"
"-109,407,101,935,088","-370,592,093,307,299","2","9/13/2014 13:39"
"-109,409,149,805,608","-370,593,807,860,186","2","9/13/2014 13:39"
"-109,409,218,740,574","-370,593,826,224,655","2","9/13/2014 13:39"
"-109,411,148,943,361","-370,595,581,219,005","2","9/13/2014 13:39"
"-10,941,432,326,776","-370,598,464,342,116","2","9/13/2014 13:39"
"-109,418,928,712,691","-37,060,295,261,613","2","9/13/2014 13:39"
"-109,423,469,125,856","-370,607,462,389,275","2","9/13/2014 13:39"
"-109,425,803,954,512","-370,609,680,232,943","2","9/13/2014 13:40"
"-109,426,395,313,217","-37,061,019,455,344","2","9/13/2014 13:40"
"-109,426,395,313,217","-37,061,019,455,344","2","9/13/2014 13:40"
"-109,426,395,313,217","-37,061,019,455,344","2","9/13/2014 13:40"
"-109,426,609,697,117","-370,610,417,000,768","2","9/13/2014 13:40"
"-10,942,860,966,487","-370,612,328,030,135","2","9/13/2014 13:40"
"-10,943,153,046,112","-370,615,523,335,932","2","9/13/2014 13:40"
"-109,435,076,521,971","-370,619,215,277,294","2","9/13/2014 13:40"
"-10,944,101,382,613","-370,621,534,000,362","2","9/13/2014 13:40"
"-109,446,848,104,324","-370,623,046,854,073","2","9/13/2014 13:40"
"-109,452,775,946,114","-370,625,165,384,282","2","9/13/2014 13:40"
"-109,459,467,284,756","-370,628,127,118,287","2","9/13/2014 13:41"
"-109,467,185,939,207","-37,063,088,685,173","2","9/13/2014 13:41"
"-109,473,015,742,741","-37,063,353,116,612","2","9/13/2014 13:41"
"-109,477,864,438,261","-370,638,136,913,417","2","9/13/2014 13:41"
"-109,484,458,652,489","-370,644,578,543,958","2","9/13/2014 13:41"
"-109,490,483,216,518","-37,065,008,034,858","2","9/13/2014 13:41"
"-10,949,794,031,983","-370,657,111,502,789","2","9/13/2014 13:41"
"-109,504,375,968,955","-370,663,287,864,546","2","9/13/2014 13:41"
"-109,510,185,932,797","-370,668,716,769,588","2","9/13/2014 13:41"
"-109,516,480,116,529","-370,672,498,437,447","2","9/13/2014 13:41"
"-109,519,461,678,284","-37,067,389,942,836","2","9/13/2014 13:41"
"-109,524,568,519,142","-370,676,607,668,382","2","9/13/2014 13:42"
"-109,531,169,222,622","-370,680,128,866,316","2","9/13/2014 13:42"
"-109,537,359,657,269","-37,068,346,468,491","2","9/13/2014 13:42"
"-109,542,564,297,289","-370,686,190,611,861","2","9/13/2014 13:42"
"-109,545,603,667,325","-370,687,690,439,177","2","9/13/2014 13:42"
"-109,551,056,026,228","-370,690,663,435,052","2","9/13/2014 13:42"
"-109,557,183,655,362","-370,693,744,433,104","2","9/13/2014 13:42"
"-109,564,599,836,807","-370,695,151,638,546","2","9/13/2014 13:42"
"-109,572,254,865,313","-370,694,596,750,529","2","9/13/2014 13:42"
"-109,582,645,013,042","-370,693,734,739,662","2","9/13/2014 13:42"
"-109,592,670,047,711","-370,693,003,846,027","2","9/13/2014 13:42"
"-109,603,340,326,289","-37,069,247,490,638","2","9/13/2014 13:43"
"-109,616,459,030,409","-37,069,178,997,781","2","9/13/2014 13:43"
"-109,627,094,050,316","-370,691,043,829,326","2","9/13/2014 13:43"
"-109,639,731,912,507","-370,690,349,745,941","2","9/13/2014 13:43"
"-109,649,785,320,979","-370,689,742,900,108","2","9/13/2014 13:43"
"-109,656,844,000,839","-3,706,850,669,225","2","9/13/2014 13:43"
"-109,659,204,446,714","-370,676,889,838,326","2","9/13/2014 13:43"
"-109,661,080,889,898","-37,066,886,307,788","2","9/13/2014 13:43"
"-109,663,018,114,565","-370,660,084,525,239","2","9/13/2014 13:43"
"-109,664,672,112,953","-370,653,403,308,881","2","9/13/2014 13:43"
"-10,966,982,125,521","-370,649,914,667,687","2","9/13/2014 13:43"
"-109,676,419,823,474","-370,652,842,497,491","2","9/13/2014 13:44"
"-109,681,432,651,831","-370,655,749,420,639","2","9/13/2014 13:44"
"-109,687,186,048,181","-370,659,983,158,624","2","9/13/2014 13:44"
"-109,692,736,851,925","-370,664,603,048,909","2","9/13/2014 13:44"
"-109,694,520,433,162","-370,666,011,802,368","2","9/13/2014 13:44"
"-109,695,975,369,026","-370,667,169,062,406","2","9/13/2014 13:44"
"-109,698,527,543,158","-370,669,367,021,317","2","9/13/2014 13:44"
"-10,970,169,469,204","-370,671,957,013,014","2","9/13/2014 13:44"
"-109,704,145,056,795","-370,673,989,553,389","2","9/13/2014 13:44"
"-109,704,823,388,452","-370,673,537,914,919","2","9/13/2014 13:44"
"-109,703,248,352,321","-370,671,533,742,236","2","9/13/2014 13:44"
"-10,970,203,085,515","-370,670,472,630,756","2","9/13/2014 13:45"
"-10,970,240,757,596","-370,668,729,979,152","2","9/13/2014 13:45"
"-109,704,639,124,286","-370,665,993,955,823","2","9/13/2014 13:45"
"-109,707,427,246,894","-370,663,210,749,768","2","9/13/2014 13:45"
"-109,710,545,051,758","-370,664,765,576,293","2","9/13/2014 13:45"
"-109,714,066,851,739","-370,667,788,492,814","2","9/13/2014 13:45"
"-10,971,868,273,977","-370,671,774,817,216","2","9/13/2014 13:45"
"-109,720,195,093,279","-370,673,255,290,329","2","9/13/2014 13:45"
"-109,721,535,787,811","-370,674,431,150,355","2","9/13/2014 13:45"
"-109,723,853,980,217","-370,676,185,320,368","2","9/13/2014 13:45"
"-109,725,870,409,604","-370,677,771,839,722","2","9/13/2014 13:45"
"-10,972,866,707,141","-370,679,989,983,138","2","9/13/2014 13:46"
"-109,731,819,628,945","-370,682,447,143,624","2","9/13/2014 13:46"
"-109,732,900,785,187","-370,683,559,559,915","2","9/13/2014 13:46"
"-109,733,139,585,351","-370,683,913,004,652","2","9/13/2014 13:46"
"-109,733,139,585,351","-370,683,913,004,652","2","9/13/2014 13:46"
"-109,734,062,499,978","-370,684,817,571,867","2","9/13/2014 13:46"
"-10,973,555,178,647","-370,685,784,298,369","2","9/13/2014 13:46"
"-109,738,802,641,552","-370,688,123,792,686","2","9/13/2014 13:46"
"-109,740,912,270,299","-370,689,424,370,995","2","9/13/2014 13:46"
"-109,741,847,406,868","-370,688,614,803,445","2","9/13/2014 13:46"
"-109,742,859,284,246","-370,687,222,043,496","2","9/13/2014 13:46"
"-1,097,436,294,802","-370,686,312,178,265","2","9/13/2014 13:47"
"-109,744,222,329,266","-370,685,598,169,878","2","9/13/2014 13:47"
"-109,744,799,736,882","-37,068,489,688,182","2","9/13/2014 13:47"
"-109,745,460,732,324","-370,684,142,251,994","2","9/13/2014 13:47"
"-109,746,733,426,089","-370,682,421,494,243","2","9/13/2014 13:47"
"-109,747,969,421,715","-370,680,676,405,789","2","9/13/2014 13:47"
"-109,748,781,946,833","-370,679,855,940,568","2","9/13/2014 13:47"
"-109,749,433,422,145","-370,679,097,230,187","2","9/13/2014 13:47"
"-109,749,433,422,145","-370,679,097,230,187","2","9/13/2014 13:47"
"-109,749,615,481,927","-370,678,894,370,718","2","9/13/2014 13:47"
"-109,749,615,481,927","-370,678,894,370,718","2","9/13/2014 13:47"
"-109,749,615,481,927","-370,678,894,370,718","2","9/13/2014 13:48"
"-109,749,615,481,927","-370,678,894,370,718","2","9/13/2014 13:48"
"-1,090,316,197","-3,704,829,366","3","9/17/2014 5:09"
"-1,090,350,528","-3,704,826,179","3","9/17/2014 5:09"
"-109,044,166","-37,048,209","3","9/17/2014 5:09"
"-1,090,566,667","-3,704,826,027","3","9/17/2014 5:09"
"-1,090,665,436","-3,704,823,489","3","9/17/2014 5:10"
"-1,090,688,271","-3,704,826,517","3","9/17/2014 5:10"
"-1,090,698,404","-3,704,826,304","3","9/17/2014 5:10"
"-1,090,744,522","-3,704,817,327","3","9/17/2014 5:10"
"-1,090,775,002","-3,704,812,751","3","9/17/2014 5:10"
"-1,090,814,574","-3,704,811,577","3","9/17/2014 5:10"
"-1,090,856,335","-3,704,811,518","3","9/17/2014 5:11"
"-1,090,880,862","-3,704,837,897","3","9/17/2014 5:11"
"-1,090,884,032","-3,704,909,024","3","9/17/2014 5:11"
"-1,090,888,622","-3,704,957,044","3","9/17/2014 5:11"
"-1,090,888,783","-3,704,970,444","3","9/17/2014 5:11"
"-1,090,889,749","-3,704,971,122","3","9/17/2014 5:12"
"-1,090,889,728","-3,704,971,129","3","9/17/2014 5:12"
"-1,090,889,585","-3,704,971,152","3","9/17/2014 5:12"
"-1,090,889,388","-3,704,971,141","3","9/17/2014 5:12"
"-1,090,889,255","-3,704,971,138","3","9/17/2014 5:12"
"-1,090,889,197","-3,704,971,162","3","9/17/2014 5:12"
"-1,090,888,499","-3,704,983,142","3","9/17/2014 5:13"
"-1,090,887,499","-3,705,050,216","3","9/17/2014 5:13"
"-1,090,889,296","-3,705,237,154","4","9/17/2014 5:09"
"-1,090,904,785","-3,705,260,632","4","9/17/2014 5:09"
"-1,090,973,536","-3,705,266,121","4","9/17/2014 5:09"
"-1,091,010,518","-3,705,261,827","4","9/17/2014 5:09"
"-1,091,000,414","-3,705,256,681","4","9/17/2014 5:10"
"-1,091,048,646","-3,705,260,013","4","9/17/2014 5:10"
"-1,091,135,943","-3,705,269,498","4","9/17/2014 5:10"
"-1,091,229,152","-3,705,277,322","4","9/17/2014 5:10"
"-1,091,342,033","-3,705,270,886","4","9/17/2014 5:10"
"-1,091,431,659","-3,705,278,532","4","9/17/2014 5:10"
"-1,091,506,897","-3,705,266,128","4","9/17/2014 5:11"
"-1,091,544,909","-3,705,242,861","4","9/17/2014 5:11"
"-1,091,593,664","-3,705,267,365","4","9/17/2014 5:11"
"-1,091,667,623","-3,705,265,982","4","9/17/2014 5:11"
"-1,091,748,816","-3,705,281,022","4","9/17/2014 5:11"
"-1,091,801,454","-3,705,269,153","4","9/17/2014 5:12"
"-1,091,787,201","-3,705,279,041","4","9/17/2014 5:12"
"-1,091,785,134","-3,705,282,591","4","9/17/2014 5:12"
"-1,091,792,023","-37,052,902","4","9/17/2014 5:12"
"-1,091,837,675","-3,705,296,211","4","9/17/2014 5:12"
"-1,091,850,017","-370,533,763","4","9/17/2014 5:12"
"-1,091,849,212","-3,705,358,395","4","9/17/2014 5:13"
"-1,091,849,799","-3,705,357,595","4","9/17/2014 5:13"
"-109,184,368","-3,705,413,224","4","9/17/2014 5:17"
"-1,091,850,316","-3,705,443,409","4","9/17/2014 5:17"
"-1,091,850,858","-3,705,446,375","4","9/17/2014 5:17"
"-109,185,052","-3,705,446,315","4","9/17/2014 5:17"
"-1,091,839,066","-3,705,517,003","4","9/17/2014 5:17"
"-1,091,841,456","-3,705,612,296","4","9/17/2014 5:18"
"-109,185,024","-3,705,687,158","4","9/17/2014 5:18"
"-109,181,955","-3,705,773,603","4","9/17/2014 5:18"
"-1,091,861,413","-3,705,873,733","4","9/17/2014 5:18"
"-1,091,855,651","-3,705,895,014","4","9/17/2014 5:18"
"-1,091,835,643","-3,705,889,317","4","9/17/2014 5:19"
"-1,091,854,341","-3,705,965,251","4","9/17/2014 5:19"
"-1,091,848,843","-3,706,081,932","4","9/17/2014 5:19"
"-1,091,843,979","-3,706,219,825","4","9/17/2014 5:19"
"-1,091,841,746","-3,706,266,105","4","9/17/2014 5:19"
"-1,091,837,862","-3,706,279,615","4","9/17/2014 5:19"
"-1,091,831,496","-3,706,300,964","4","9/17/2014 5:20"
"-109,183,473","-3,706,299,321","4","9/17/2014 5:20"
"-1,091,837,899","-3,706,298,774","4","9/17/2014 5:20"
"-1,091,837,791","-3,706,298,758","4","9/17/2014 5:20"
"-10,918,378","-3,706,298,698","4","9/17/2014 5:20"
"-1,091,837,822","-3,706,298,652","4","9/17/2014 5:21"
"-1,091,841,453","-3,706,321,011","4","9/17/2014 5:21"
"-1,091,847,828","-3,706,394,916","4","9/17/2014 5:21"
"-1,091,861,829","-3,706,397,188","4","9/17/2014 5:21"
"-1,091,861,297","-3,706,398,652","4","9/17/2014 5:21"
"-1,091,861,178","-3,706,398,627","4","9/17/2014 5:21"
"-1,091,861,355","-3,706,398,464","4","9/17/2014 5:22"
"-1,091,861,037","-3,706,398,528","4","9/17/2014 5:22"
"-1,091,861,033","-3,706,398,535","4","9/17/2014 5:22"
"-1,091,861,101","-3,706,398,616","4","9/17/2014 5:23"
"-1,091,861,229","-3,706,398,567","4","9/17/2014 5:23"
"-1,091,861,452","-3,706,398,519","4","9/17/2014 5:23"
"-1,091,852,107","-3,706,433,786","4","9/17/2014 5:23"
"-1,091,854,463","-3,706,535,452","4","9/17/2014 5:24"
"-1,091,862,404","-3,706,630,359","4","9/17/2014 5:24"
"-1,091,879,595","-3,706,735,107","4","9/17/2014 5:24"
"-1,091,863,274","-3,706,821,768","4","9/17/2014 5:24"
"-1,091,867,692","-3,706,827,064","4","9/17/2014 5:24"
"-1,091,864,985","-3,706,846,654","4","9/17/2014 5:25"
"-1,091,861,474","-3,706,844,821","4","9/17/2014 5:25"
"-1,091,861,158","-3,706,845,233","4","9/17/2014 5:25"
"-1,091,861,335","-3,706,844,958","4","9/17/2014 5:25"
"-1,091,863,853","-3,706,863,415","4","9/17/2014 5:25"
"-1,091,866,434","-3,706,936,379","4","9/17/2014 5:25"
"-1,091,857,642","-3,706,997,517","4","9/17/2014 5:26"
"-1,091,855,849","-3,707,080,263","4","9/17/2014 5:26"
"-1,091,839,213","-3,707,178,178","4","9/17/2014 5:26"
"-1,091,835,998","-3,707,254,682","4","9/17/2014 5:26"
"-1,091,817,896","-3,707,257,863","4","9/17/2014 5:26"
"-1,091,805,938","-3,707,302,097","4","9/17/2014 5:26"
"-1,091,824,085","-3,707,327,488","4","9/17/2014 5:27"
"-1,091,825,536","-3,707,351,718","4","9/17/2014 5:27"
"-109,182,579","-3,707,365,122","4","9/17/2014 5:27"
"-1,091,824,237","-3,707,365,167","4","9/17/2014 5:27"
"-1,091,824,648","-3,707,364,797","4","9/17/2014 5:27"
"-109,182,473","-3,707,364,716","4","9/17/2014 5:28"
"-1,091,824,587","-3,707,364,717","4","9/17/2014 5:28"
"-109,182,463","-3,707,364,646","4","9/17/2014 5:28"
"-1,091,824,667","-3,707,364,626","4","9/17/2014 5:28"
"-1,091,824,711","-3,707,364,598","4","9/17/2014 5:28"
"-1,091,829,794","-3,707,417,675","4","9/17/2014 5:28"
"-1,091,832,389","-3,707,471,123","4","9/17/2014 5:29"
"-1,091,834,816","-3,707,553,953","4","9/17/2014 5:29"
"-1,091,838,258","-3,707,596,903","4","9/17/2014 5:29"
"-1,091,830,836","-37,076,009","4","9/17/2014 5:29"
"-1,091,831,556","-3,707,602,092","4","9/17/2014 5:29"
"-1,091,835,704","-3,707,625,065","4","9/17/2014 5:29"
"-1,091,840,705","-3,707,718,778","4","9/17/2014 5:30"
"-1,091,836,099","-3,707,770,235","4","9/17/2014 5:30"
"-1,091,843,053","-3,707,811,014","4","9/17/2014 5:30"
"-1,091,859,487","-3,707,820,678","4","9/17/2014 5:30"
"-1,091,832,849","-3,707,835,976","4","9/17/2014 5:30"
"-1,091,841,839","-3,707,871,173","4","9/17/2014 5:30"
"-1,091,858,561","-3,707,912,875","4","9/17/2014 5:31"
"-1,091,853,693","-3,708,029,196","4","9/17/2014 5:31"
"-1,091,847,022","-3,708,132,272","4","9/17/2014 5:31"
"-1,091,864,122","-3,708,232,053","4","9/17/2014 5:31"
"-1,091,878,421","-3,708,390,708","4","9/17/2014 5:31"
"-1,091,902,161","-3,708,549,171","4","9/17/2014 5:31"
"-1,091,957,646","-3,708,678,353","4","9/17/2014 5:32"
"-1,091,990,603","-3,708,762,652","4","9/17/2014 5:32"
"-1,092,011,327","-3,708,811,781","4","9/17/2014 5:32"
"-1,092,026,249","-3,708,852,046","4","9/17/2014 5:32"
"-1,092,027,593","-3,708,896,067","4","9/17/2014 5:32"
"-1,092,028,812","-3,708,971,096","4","9/17/2014 5:33"
"-1,092,086,275","-3,709,022,295","4","9/17/2014 5:33"
"-1,092,119,806","-3,709,125,864","4","9/17/2014 5:33"
"-1,092,158,668","-3,709,245,244","4","9/17/2014 5:33"
"-109,219,998","-3,709,341,251","4","9/17/2014 5:33"
"-1,092,227,813","-3,709,389,165","4","9/17/2014 5:33"
"-1,092,251,669","-3,709,491,899","4","9/17/2014 5:34"
"-109,227,356","-3,709,633,969","4","9/17/2014 5:34"
"-1,092,225,014","-3,709,771,002","4","9/17/2014 5:34"
"-1,092,184,819","-3,709,906,076","4","9/17/2014 5:34"
"-1,092,144,139","-3,709,987,985","4","9/17/2014 5:34"
"-1,092,144,481","-3,709,995,651","4","9/17/2014 5:34"
"-1,092,130,557","-3,710,039,003","4","9/17/2014 5:35"
"-1,092,115,916","-371,016,734","4","9/17/2014 5:35"
"-1,092,137,987","-3,710,308,411","4","9/17/2014 5:35"
"-1,092,125,626","-3,710,455,606","4","9/17/2014 5:35"
"-1,092,161,594","-3,710,520,467","4","9/17/2014 5:35"
"-1,092,292,039","-3,710,514,096","4","9/17/2014 5:36"
"-1,092,374,638","-3,710,509,667","4","9/17/2014 5:36"
"-1,092,379,817","-3,710,503,713","4","9/17/2014 5:36"
"-1,092,420,939","-3,710,468,552","4","9/17/2014 5:36"
"-109,437,771,907,108","-37,052,344,205,956","8","9/26/2014 15:26"
"-109,438,011,337,017","-370,524,368,900,133","8","9/26/2014 15:26"
"-109,438,011,337,017","-370,524,368,900,133","8","9/26/2014 15:27"
"-109,438,011,337,017","-370,524,368,900,133","8","9/26/2014 15:27"
"-109,438,974,733,032","-370,527,193,316,049","8","9/26/2014 15:27"
"-109,439,140,119,446","-370,527,801,357,665","8","9/26/2014 15:27"
"-10,943,910,549,651","-370,527,958,234,474","8","9/26/2014 15:27"
"-109,439,100,238,483","-370,527,750,952,233","8","9/26/2014 15:27"
"-109,439,056,839,325","-370,527,647,464,561","8","9/26/2014 15:27"
"-109,438,914,772,079","-370,527,540,241,818","8","9/26/2014 15:27"
"-109,438,850,610,407","-370,527,286,311,577","8","9/26/2014 15:27"
"-109,438,862,537,621","-370,527,222,394,635","8","9/26/2014 15:27"
"-10,943,892,893,528","-370,527,400,477,485","8","9/26/2014 15:27"
"-109,439,352,657,004","-370,525,916,425,476","8","9/26/2014 15:28"
"-109,440,109,972,635","-370,522,557,221,532","8","9/26/2014 15:28"
"-109,441,445,685,128","-370,518,514,895,375","8","9/26/2014 15:28"
"-109,443,117,188,143","-370,514,325,008,716","8","9/26/2014 15:28"
"-109,449,109,274,133","-370,511,532,929,596","8","9/26/2014 15:28"
"-109,456,223,642,441","-370,511,383,397,496","8","9/26/2014 15:28"
"-109,463,980,237,467","-370,511,117,866,236","8","9/26/2014 15:28"
"-1,093,485,197","-3,711,437,566","10","9/27/2014 8:58"
"-1,093,492,009","-371,143,571","10","9/27/2014 8:58"
"-1,093,490,567","-3,711,436,008","10","9/27/2014 8:58"
"-109,045,158","-370,607,683","11","9/28/2014 17:19"
"-109,048,774","-370,609,022","11","9/28/2014 17:19"
"-109,069,758","-370,617,381","11","9/28/2014 17:20"
"-109,074,139","-370,617,585","11","9/28/2014 17:20"
"-1,090,991,479","-3,706,368,091","11","9/28/2014 17:20"
"-1,091,037,043","-370,638,204","11","9/28/2014 17:20"
"-1,091,039,719","-3,706,384,897","11","9/28/2014 17:20"
"-1,091,038,495","-3,706,386,146","11","9/28/2014 17:21"
"-109,104,572","-370,636,817","11","9/28/2014 17:21"
"-1,091,038,424","-3,706,386,212","11","9/28/2014 17:21"
"-1,091,038,458","-3,706,386,257","11","9/28/2014 17:21"
"-1,091,038,564","-3,706,386,298","11","9/28/2014 17:21"
"-1,091,038,319","-3,706,385,827","11","9/28/2014 17:21"
"-1,091,037,654","-3,706,385,919","11","9/28/2014 17:21"
"-1,091,037,567","-3,706,385,283","11","9/28/2014 17:21"
"-1,091,037,424","-3,706,384,896","11","9/28/2014 17:21"
"-1,091,037,301","-3,706,384,548","11","9/28/2014 17:21"
"-1,091,037,321","-3,706,384,589","11","9/28/2014 17:21"
"-1,091,037,311","-3,706,384,677","11","9/28/2014 17:22"
"-10,910,262","-370,636,226","11","9/28/2014 17:22"
